Date,Open,High,Low,Close,Volume
2021-04-07 04:00:00,109.74792488664195,111.30505479925696,109.74792488664195,111.03379821777344,24134000
2021-04-08 04:00:00,112.27207187647824,112.658382510487,111.23117534122576,111.59913635253906,28664000
2021-04-09 04:00:00,111.35167993918044,112.76648496837154,110.94602844319752,112.60283660888672,26146000
2021-04-12 04:00:00,111.78211703998792,111.91947814319695,110.4778940603642,111.3110122680664,25024000
2021-04-13 04:00:00,111.62691342728266,112.2457989452042,111.2331645513878,111.79750061035156,25682000
2021-04-14 04:00:00,112.44217717256038,112.44217717256038,110.884555124109,111.1766357421875,21002000
2021-04-15 04:00:00,112.1704155210859,113.8589591031954,111.63583238423234,113.32585906982422,29174000
2021-04-16 04:00:00,113.5237224246354,113.77167310788025,112.61523075801728,113.2018814086914,26282000
2021-04-19 04:00:00,112.5785359848576,114.26013311386431,112.5785359848576,113.54950714111328,30290000
2021-04-20 04:00:00,113.93284788352209,114.00772947962533,111.93090021599528,113.01642608642578,22288000
2021-04-21 04:00:00,112.67127568827584,113.06551638343235,111.32093263815868,112.98369598388672,23204000
2021-04-22 04:00:00,112.837393589657,113.50587220316932,111.09777377545008,111.70277404785156,24146000
2021-04-23 04:00:00,112.4208378072845,114.36080521624169,112.13569603609702,114.05384063720705,29066000
2021-04-26 04:00:00,114.28147605175818,115.27377833952217,113.92442641129978,114.5497589111328,32038000
2021-04-27 04:00:00,114.93158969348886,114.97225396912138,113.37098650498808,113.61001586914062,44386000
2021-04-28 04:00:00,118.6444052488308,120.57247005777243,116.69650771409113,116.98512268066406,81106000
2021-04-29 04:00:00,118.48224361950828,119.22262247919517,117.71954253961522,118.65729522705078,41234000
2021-04-30 04:00:00,117.4304349006282,118.1162643027293,116.36623251844566,116.71038818359376,44856000
2021-05-03 04:00:00,117.2762166409626,118.10139729687744,115.81777346888248,116.19366455078124,28242000
2021-05-04 04:00:00,114.7292632611338,115.29657305551342,111.9090738290094,114.3960189819336,44818000
2021-05-05 04:00:00,115.47708449305684,115.79297039823858,114.46792338467594,114.78976440429688,26636000
2021-05-06 04:00:00,114.3712116819427,115.90950012207033,113.71216140342943,115.90950012207033,25190000
2021-05-07 04:00:00,117.22563540770174,117.59061507127338,116.34639717350244,116.63253021240234,28898000
2021-05-10 04:00:00,115.45278230823058,115.59461543086714,113.29065197517464,113.64820098876952,30914000
2021-05-11 04:00:00,111.23414573224052,113.079391175707,110.78039176678136,112.57257843017578,34186000
2021-05-12 04:00:00,110.3970831268485,111.4776527768128,108.78193027743689,109.11071014404295,46376000
2021-05-13 04:00:00,110.39359185483993,111.05413282086089,109.43154201842614,110.53839874267578,33204000
2021-05-14 04:00:00,112.00131096781348,113.29957888960938,111.577809256897,112.98517608642578,31996000
2021-05-17 04:00:00,112.25074645700624,113.55050506879932,111.85105006420112,113.5078582763672,21598000
2021-05-18 04:00:00,114.17385549892236,114.43817329757108,112.18231233154226,112.19619750976562,22204000
2021-05-19 04:00:00,110.50815409240448,112.81706629241611,110.35988157512776,112.6439971923828,23684000
2021-05-20 04:00:00,113.611006621068,114.65239495545592,113.24007185238472,114.40196990966795,32352000
2021-05-21 04:00:00,114.920672247248,114.99407073122585,113.52669126628258,113.7662124633789,40632000
2021-05-24 04:00:00,114.79571714938808,117.30795076933327,114.65041840397706,117.08430480957033,31832000
2021-05-25 04:00:00,117.6278039964334,118.22288412982375,116.78477317689254,117.175048828125,22440000
2021-05-26 04:00:00,117.35604726795344,118.47034224534134,117.3530734941784,118.03990173339844,21572000
2021-05-27 04:00:00,118.47330744370343,118.47330744370343,116.84725108794768,117.16561889648438,35224000
2021-05-28 04:00:00,117.7478111847202,117.82963157956378,116.67815310319966,116.8765106201172,21482000
2021-06-01 04:00:00,117.74879520281785,118.30767545540137,116.74905491589836,118.0830307006836,23354000
