Date,Open,High,Low,Close,Volume
2021-04-07 04:00:00,122.55788011147936,124.5935275475856,121.88582070386656,124.57405090332033,83466700
2021-04-08 04:00:00,125.59674758502776,126.99930382725644,125.17793655097104,126.97008514404295,88844600
2021-04-09 04:00:00,126.42462946477704,129.5803656375029,126.1032091394081,129.54141235351562,106686700
2021-04-12 04:00:00,129.07386893551856,129.395289186928,127.23301830434796,127.82715606689452,91420000
2021-04-13 04:00:00,128.99597765783932,131.15824904554103,128.49923039780398,130.93421936035156,91266500
2021-04-14 04:00:00,131.43096458655666,131.4894019428346,128.2362603060902,128.5966339111328,87222800
2021-04-15 04:00:00,130.3400554559003,131.4893627521274,130.16472857733012,131.0023651123047,89347100
2021-04-16 04:00:00,130.8076081751269,131.16798178060714,129.81412853121648,130.67124938964844,84922400
2021-04-19 04:00:00,130.0381412567294,131.9471790846723,129.87256379574342,131.33355712890625,94264200
2021-04-20 04:00:00,131.5088638445784,132.00559615119002,128.3823320528723,129.64852905273438,94812300
2021-04-21 04:00:00,128.91807261047788,130.27192605122198,127.88563953707524,130.02842712402344,68847100
2021-04-22 04:00:00,129.58038910212525,130.66152498796075,127.99278612277816,128.50900268554688,84566500
2021-04-23 04:00:00,128.7232835065709,131.6063026401296,128.7232835065709,130.82711791992188,78657500
2021-04-26 04:00:00,131.32383017529745,131.5478450047434,130.08685158645528,131.21669006347656,66905100
2021-04-27 04:00:00,131.49918215520873,131.8887894355082,130.62259178303162,130.8953094482422,66015800
2021-04-28 04:00:00,130.81735115204378,131.50889459107745,129.61934068424674,130.10633850097656,107760100
2021-04-29 04:00:00,132.92116293750138,133.5055661641117,129.0056969879915,130.0089111328125,151101000
2021-04-30 04:00:00,128.35315956120257,130.0868708182536,127.66163089702832,128.04148864746094,109839500
2021-05-03 04:00:00,128.6063403344398,130.5835645811877,128.40180963228673,129.0933380126953,75135100
2021-05-04 04:00:00,127.77848641989289,128.070688075214,123.40524078183633,124.52533721923828,137564700
2021-05-05 04:00:00,125.84021547722772,127.05770985077288,124.64220517501704,124.76882934570312,84000900
2021-05-06 04:00:00,124.56429785702493,126.37593028448455,123.8240591134078,126.36619567871094,78128300
2021-05-07 04:00:00,127.66379828936026,128.06380344320834,126.32714777247271,127.03938293457033,78973300
2021-05-10 04:00:00,126.25886120807225,126.38568557584613,123.72216543128324,123.76119232177734,88071200
2021-05-11 04:00:00,120.4927732833166,123.19532046962064,119.78054551827158,122.8440933227539,126142800
2021-05-12 04:00:00,120.39519702699737,121.60500079746392,119.27319817304677,119.78053283691406,112172300
2021-05-13 04:00:00,121.54646856304096,123.07823863645709,121.23426088704588,121.92697143554688,105861300
2021-05-14 04:00:00,123.17581112527976,124.77587651193252,122.78554964091155,124.34658813476562,81918000
2021-05-17 04:00:00,123.7319305977149,123.83925269137896,122.12210663637244,123.19532012939452,74244600
2021-05-18 04:00:00,123.47825121325307,123.89778097564653,121.7415955505699,121.80989074707033,63342900
2021-05-19 04:00:00,120.16105765432344,121.87819629608094,119.86835967667768,121.65380096435548,92612000
2021-05-20 04:00:00,122.18063773268084,124.61000384937137,122.05379848438088,124.2099838256836,76857100
2021-05-21 04:00:00,124.70758884704348,124.88320615344152,122.16114162608145,122.37578582763672,79295400
2021-05-24 04:00:00,122.94163409095792,124.82463851355791,122.87333890230887,124.00508880615234,63092900
2021-05-25 04:00:00,124.70757079826136,125.19540319531396,123.24409593795777,123.80997467041016,72009500
2021-05-26 04:00:00,123.86851440973156,124.28804417802036,123.34166255348856,123.76119232177734,56575900
2021-05-27 04:00:00,123.3611810284224,124.5319579811851,122.03429651202822,122.22942352294922,94625600
2021-05-28 04:00:00,122.51236771666936,122.73677048730885,121.51720801205188,121.57574462890624,71311100
2021-06-01 04:00:00,122.03433021434952,122.29775249620424,120.92208956897102,121.2538070678711,67637100
2021-06-02 04:00:00,121.25377238108098,122.19039542274524,121.02937706510446,122.01477813720705,59278900
2021-06-03 04:00:00,121.64403969713835,121.80989840712398,120.1317792520212,120.53179931640624,76229200
2021-06-04 04:00:00,121.04890215666704,123.0880146444984,120.83425795335646,122.8245849609375,75169300
2021-06-07 04:00:00,123.09774990370911,123.24409888195902,121.7903825702114,122.8343276977539,71057600
2021-06-08 04:00:00,123.5172792346542,125.33199613747028,123.13677635872094,123.65386962890624,74403800
2021-06-09 04:00:00,124.1124318358548,124.63928371308172,123.43923097435068,124.0343780517578,56877900
2021-06-10 04:00:00,123.92705266664278,125.06856875877892,122.87335638380549,123.03921508789062,71186400
2021-06-11 04:00:00,123.44899833208645,124.33684344114933,123.02946851727128,124.24903106689452,53522400
2021-06-14 04:00:00,124.70758548178374,127.36134728829198,123.9758479654745,127.30281066894533,96906500
2021-06-15 04:00:00,126.7759437818044,127.41987625518644,126.23933338731938,126.48324584960938,62746300
2021-06-16 04:00:00,127.19547149849583,127.70281361013316,125.33199152138448,126.98082733154295,91815000
2021-06-17 04:00:00,126.6393832290609,129.3224209462561,126.49302678487064,128.58091735839844,96721700
2021-06-18 04:00:00,127.52723008894328,128.30773825283313,127.06867335467656,127.28331756591795,108953300
2021-06-21 04:00:00,127.12720634134745,129.18582857227696,126.06375134431808,129.07850646972656,79663300
2021-06-22 04:00:00,128.912661708904,130.8151765627034,128.41507059443637,130.7176055908203,74783600
2021-06-23 04:00:00,130.51269961588608,131.04931007255976,129.98584029942936,130.44439697265625,60214200
2021-06-24 04:00:00,131.17616869873564,131.3615446219249,129.69317620046218,130.1614990234375,68711000
2021-06-25 04:00:00,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700
2021-06-28 04:00:00,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,62111300
2021-06-29 04:00:00,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,64556100
2021-06-30 04:00:00,132.85428902246187,134.06410065786974,132.56159097823922,133.62506103515625,63261400
2021-07-01 04:00:00,133.27377610064684,133.98599632611845,132.45421890843855,133.92745971679688,52485800
2021-07-02 04:00:00,134.54207496182084,136.59094509311012,134.39573347554227,136.5519256591797,78852600
2021-07-06 04:00:00,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800
2021-07-07 04:00:00,140.04479519196917,141.3619286538461,139.1862333107396,141.0497283935547,104911600
2021-07-08 04:00:00,138.13250812343543,140.5521155930635,137.2446631833098,139.75209045410156,105575500
2021-07-09 04:00:00,139.2740040435633,142.1033824089943,139.1764331121068,141.5765380859375,99890800
2021-07-12 04:00:00,142.64979816390084,142.75712026323748,140.49360503622404,140.98143005371094,76299700
